Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Game 11062,NES,2010,Sports,Ubisoft,0.0,0.0,0.36,0.0,0.36
Game 11063,PS4,1994,Shooter,Activision,2.01,0.0,0.2,1.2,3.41
Game 11064,DS,1992,Racing,Activision,2.33,0.0,0.91,0.46,3.7
Game 11065,PS3,2019,Platform,EA,0.41,0.0,0.5,0.0,0.91
Game 11066,NES,2006,Role-Playing,Nintendo,0.44,1.81,0.0,0.37,2.62
Game 11067,GB,2000,Shooter,EA,1.34,0.0,0.9,0.29,2.53
Game 11068,Wii,1981,Shooter,Nintendo,2.57,0.0,0.0,0.15,2.72
Game 11069,DS,1987,Racing,Nintendo,1.29,0.03,0.29,0.12,1.73
Game 11070,PC,1986,Platform,Ubisoft,0.0,0.0,0.04,0.48,0.52
Game 11071,PC,1989,Action,Sony,0.0,0.55,0.0,0.48,1.03
Game 11072,PS4,1983,Shooter,Nintendo,0.0,0.46,0.33,0.0,0.79
Game 11073,NES,2020,Role-Playing,Ubisoft,0.89,0.54,0.84,0.0,2.27
Game 11074,PS3,2015,Platform,Sony,0.01,0.47,0.32,0.0,0.8
Game 11075,NES,2014,Shooter,Activision,1.03,0.2,1.15,0.13,2.51
Game 11076,PC,1982,Action,Activision,0.14,0.0,1.22,0.55,1.91
Game 11077,X360,1997,Shooter,Sony,0.0,0.44,1.21,0.68,2.33
Game 11078,Wii,2003,Action,EA,0.0,1.32,0.27,0.11,1.7
Game 11079,DS,2011,Sports,EA,2.67,1.95,0.01,0.64,5.27
Game 11080,PS4,2013,Sports,EA,1.87,0.31,0.28,0.38,2.84
Game 11081,X360,1981,Shooter,Microsoft,2.88,0.4,0.98,0.25,4.51
Game 11082,GB,1981,Racing,Sony,1.45,0.9,0.94,0.95,4.24
Game 11083,PS3,1989,Sports,Microsoft,0.28,1.69,0.0,0.33,2.3
Game 11084,X360,2002,Shooter,EA,2.39,0.11,0.48,0.15,3.13
Game 11085,GB,1994,Action,Ubisoft,0.76,1.05,0.0,0.53,2.34
Game 11086,X360,1991,Platform,EA,1.07,0.0,0.29,0.0,1.36
Game 11087,PS3,1996,Action,Nintendo,0.75,0.76,0.0,0.11,1.62
Game 11088,DS,1997,Role-Playing,Ubisoft,0.0,1.28,0.0,0.3,1.58
Game 11089,X360,1993,Sports,Ubisoft,2.73,0.0,0.81,0.49,4.03
Game 11090,PS4,1996,Shooter,Sony,1.39,0.08,0.0,0.3,1.77
Game 11091,PC,1994,Sports,Microsoft,1.2,1.26,0.29,0.0,2.75
Game 11092,NES,1991,Action,Nintendo,0.73,0.99,0.0,0.0,1.72
Game 11093,X360,1995,Action,Ubisoft,1.0,1.33,0.34,0.03,2.7
Game 11094,PS4,2011,Platform,Microsoft,0.08,1.18,0.88,0.3,2.44
Game 11095,NES,2002,Racing,Microsoft,1.54,0.23,0.0,0.0,1.77
Game 11096,DS,2017,Shooter,Nintendo,0.0,2.26,0.68,0.76,3.7
Game 11097,GB,2013,Platform,Nintendo,1.02,0.61,0.33,0.33,2.29
Game 11098,NES,2013,Role-Playing,EA,1.47,0.0,0.33,0.31,2.11
Game 11099,GB,1995,Shooter,EA,0.56,0.27,0.09,0.13,1.05
Game 11100,X360,2013,Role-Playing,Ubisoft,1.25,0.12,0.76,0.0,2.13
Game 11101,PS4,2019,Racing,Ubisoft,0.0,1.14,0.7,0.24,2.08
Game 11102,PC,1986,Shooter,Ubisoft,0.0,0.14,0.22,0.5,0.86
Game 11103,X360,2012,Shooter,EA,1.08,1.38,0.42,0.14,3.02
Game 11104,GB,1983,Platform,Ubisoft,1.61,0.95,0.75,0.63,3.94
Game 11105,PS3,1986,Sports,Ubisoft,0.0,0.0,0.62,0.18,0.8
Game 11106,NES,1997,Shooter,EA,1.43,0.39,0.12,0.48,2.42
Game 11107,X360,1983,Racing,EA,0.15,0.0,1.0,0.16,1.31
Game 11108,GB,1990,Shooter,Ubisoft,0.57,0.65,0.82,0.35,2.39
Game 11109,DS,1999,Shooter,Ubisoft,0.0,0.0,1.57,0.55,2.12
Game 11110,NES,1990,Shooter,Microsoft,0.0,0.56,0.0,0.0,0.56
Game 11111,DS,1994,Shooter,Sony,1.96,0.28,0.72,0.46,3.42
Game 11112,GB,1996,Racing,EA,0.84,0.38,0.99,0.62,2.83
Game 11113,PS4,2013,Platform,Sony,0.34,2.14,0.9,1.08,4.46
Game 11114,Wii,1991,Sports,EA,0.66,0.21,0.15,0.23,1.25
Game 11115,DS,2007,Racing,Activision,1.39,0.0,0.0,0.0,1.39
Game 11116,X360,2014,Racing,Microsoft,1.33,1.31,1.22,0.0,3.86
Game 11117,PC,1987,Role-Playing,Sony,0.71,1.31,0.01,0.0,2.03
Game 11118,X360,2006,Sports,Microsoft,2.11,0.0,0.12,0.71,2.94
Game 11119,NES,2001,Platform,Nintendo,1.96,0.0,1.54,1.08,4.58
Game 11120,PS4,2003,Action,Sony,1.3,0.85,0.0,0.04,2.19
Game 11121,GB,1981,Platform,Sony,0.87,0.92,0.79,0.22,2.8
Game 11122,PS3,2010,Action,Activision,1.59,0.5,0.0,0.0,2.09
Game 11123,PC,2001,Role-Playing,Sony,1.18,0.51,0.0,0.46,2.15
Game 11124,PS4,1980,Role-Playing,Nintendo,2.07,0.0,0.4,0.25,2.72
Game 11125,DS,1993,Racing,Nintendo,1.88,0.0,0.71,0.1,2.69
Game 11126,DS,2004,Platform,Microsoft,0.0,2.14,0.87,0.0,3.01
Game 11127,X360,2015,Action,Nintendo,0.0,0.0,0.95,0.06,1.01
Game 11128,PS3,2015,Platform,EA,0.0,0.64,0.0,0.0,0.64
Game 11129,PS4,2020,Action,Ubisoft,1.97,0.37,0.0,0.0,2.34
Game 11130,Wii,1982,Platform,Sony,0.0,1.22,0.09,0.0,1.31
Game 11131,PC,1984,Racing,Microsoft,1.27,0.59,0.51,0.0,2.37
Game 11132,NES,1980,Action,Microsoft,1.24,0.62,0.18,0.0,2.04
Game 11133,PS4,1998,Platform,Microsoft,2.2,0.0,0.0,0.43,2.63
Game 11134,PS4,2012,Shooter,Microsoft,1.02,0.0,0.0,0.0,1.02
Game 11135,Wii,2009,Role-Playing,Sony,0.0,1.1,0.16,0.18,1.44
Game 11136,X360,1991,Role-Playing,Microsoft,0.0,1.02,0.81,0.0,1.83
Game 11137,GB,1989,Action,Sony,0.0,0.0,0.0,0.0,0.0
Game 11138,GB,2013,Role-Playing,Microsoft,0.15,0.0,0.74,0.0,0.89
Game 11139,PC,1995,Role-Playing,Microsoft,0.58,0.6,0.0,0.59,1.77
Game 11140,PC,2019,Shooter,Ubisoft,0.0,0.0,0.45,0.13,0.58
Game 11141,NES,2008,Sports,EA,2.56,0.0,0.46,0.0,3.02
Game 11142,PS4,1994,Platform,Nintendo,0.0,1.91,0.58,0.0,2.49
Game 11143,PS3,1990,Action,Nintendo,2.42,1.66,0.0,0.0,4.08
Game 11144,PS4,2013,Role-Playing,Nintendo,2.22,0.89,0.0,0.0,3.11
Game 11145,GB,2015,Platform,EA,1.88,0.75,0.74,0.0,3.37
Game 11146,NES,2009,Platform,Sony,0.0,0.0,0.0,0.03,0.03
Game 11147,PS4,2014,Shooter,Nintendo,1.21,0.0,0.0,0.0,1.21
Game 11148,Wii,1988,Platform,Nintendo,0.0,0.26,1.14,0.0,1.4
Game 11149,GB,1997,Role-Playing,Nintendo,1.89,0.0,0.4,0.7,2.99
Game 11150,PS4,1998,Action,Sony,0.71,0.22,0.52,0.1,1.55
Game 11151,PS4,2018,Platform,EA,0.31,1.54,0.67,0.13,2.65
Game 11152,GB,1983,Shooter,EA,0.0,0.07,0.65,0.71,1.43
Game 11153,PS3,1985,Action,Activision,0.0,0.23,0.29,0.0,0.52
Game 11154,GB,2012,Action,Activision,0.0,1.09,0.0,0.01,1.1
Game 11155,Wii,2011,Action,Sony,2.14,0.0,1.91,0.0,4.05
Game 11156,Wii,1995,Role-Playing,Ubisoft,0.32,0.0,0.12,0.23,0.67
Game 11157,PS4,1990,Shooter,Microsoft,0.6,0.0,0.5,0.44,1.54
Game 11158,PC,2001,Racing,Sony,1.59,0.54,0.56,0.0,2.69
Game 11159,PS3,2015,Sports,Microsoft,2.97,0.22,0.0,0.54,3.73
Game 11160,PS4,2002,Platform,EA,2.39,0.25,0.04,0.32,3.0
Game 11161,GB,2005,Platform,Microsoft,0.0,0.0,1.19,0.21,1.4
Game 11162,PS4,2010,Platform,Activision,0.0,0.0,0.0,0.0,0.0
Game 11163,NES,2008,Racing,Nintendo,3.63,0.99,0.55,0.51,5.68
Game 11164,NES,1984,Action,Microsoft,3.52,0.23,0.84,0.87,5.46
Game 11165,PC,2017,Action,Activision,1.03,1.0,0.17,0.04,2.24
Game 11166,PS3,2004,Sports,Microsoft,0.0,0.0,0.24,0.07,0.31
Game 11167,X360,2013,Shooter,EA,1.96,0.0,0.87,0.21,3.04
Game 11168,DS,1991,Racing,Ubisoft,0.67,0.32,0.22,0.04,1.25
Game 11169,NES,2001,Racing,Microsoft,0.66,0.4,0.0,0.13,1.19
Game 11170,X360,1988,Role-Playing,EA,1.87,1.1,1.2,0.61,4.78
Game 11171,Wii,1999,Action,Nintendo,1.2,0.16,0.0,0.17,1.53
Game 11172,NES,2008,Racing,Microsoft,0.0,1.1,0.43,0.32,1.85
Game 11173,NES,2008,Racing,Microsoft,0.41,0.8,0.0,1.01,2.22
Game 11174,PS3,2006,Platform,Nintendo,1.59,0.41,0.0,0.79,2.79
Game 11175,PC,1996,Action,Activision,1.41,0.0,0.04,0.0,1.45
Game 11176,X360,1984,Role-Playing,Activision,1.11,1.11,0.4,0.9,3.52
Game 11177,GB,1992,Shooter,Activision,1.92,0.0,0.0,0.75,2.67
Game 11178,NES,1994,Sports,Sony,0.37,0.48,1.49,0.8,3.14
Game 11179,NES,1994,Shooter,Ubisoft,1.01,0.46,0.31,0.0,1.78
Game 11180,PS3,1997,Role-Playing,Nintendo,0.0,0.33,0.83,0.28,1.44
Game 11181,PS3,1981,Platform,Activision,0.26,0.19,0.29,0.04,0.78
Game 11182,PC,2002,Sports,Nintendo,1.72,0.0,0.9,0.25,2.87
Game 11183,X360,1992,Shooter,Nintendo,0.33,0.0,0.0,0.9,1.23
Game 11184,Wii,1983,Action,Sony,0.24,1.62,0.0,0.26,2.12
Game 11185,GB,2004,Action,Nintendo,0.0,0.11,0.0,0.0,0.11
Game 11186,PC,1990,Sports,Sony,2.0,0.4,0.0,0.05,2.45
Game 11187,DS,1991,Sports,Ubisoft,1.46,0.39,0.61,0.0,2.46
Game 11188,Wii,1992,Sports,Sony,1.79,1.38,0.65,0.92,4.74
Game 11189,PS4,1988,Racing,Ubisoft,0.0,2.05,0.26,0.0,2.31
Game 11190,NES,2017,Role-Playing,Ubisoft,0.61,0.63,0.27,0.04,1.55
Game 11191,X360,1985,Action,Ubisoft,0.46,0.37,1.76,0.05,2.64
Game 11192,PC,1989,Action,EA,0.46,0.0,0.49,0.84,1.79
Game 11193,NES,2002,Role-Playing,Ubisoft,0.06,0.0,0.0,0.58,0.64
Game 11194,X360,1994,Platform,Sony,0.38,0.0,0.76,0.43,1.57
Game 11195,X360,2002,Action,EA,1.82,0.0,0.64,0.29,2.75
Game 11196,X360,2019,Shooter,Nintendo,0.0,0.0,1.0,0.29,1.29
Game 11197,NES,2016,Platform,Nintendo,2.93,1.36,0.66,0.23,5.18
Game 11198,PC,2013,Shooter,Microsoft,1.38,0.84,0.0,1.02,3.24
Game 11199,GB,1995,Sports,Ubisoft,0.75,0.3,0.83,0.0,1.88
Game 11200,PS3,2020,Action,Microsoft,1.89,1.39,0.36,0.0,3.64
Game 11201,NES,2011,Shooter,Ubisoft,0.0,0.0,0.93,0.38,1.31
Game 11202,DS,2017,Shooter,Ubisoft,0.0,0.0,1.23,0.76,1.99
Game 11203,X360,2019,Sports,Activision,0.65,0.0,0.23,0.27,1.15
Game 11204,PC,1984,Platform,Sony,2.44,1.12,0.83,0.0,4.39
Game 11205,GB,1996,Shooter,Sony,0.74,0.0,0.92,0.5,2.16
Game 11206,PS4,2001,Action,Nintendo,1.34,0.51,0.4,0.0,2.25
Game 11207,DS,2018,Platform,EA,0.09,1.3,1.47,0.0,2.86
Game 11208,Wii,2020,Platform,Nintendo,1.38,1.6,0.93,0.0,3.91
Game 11209,DS,1997,Role-Playing,Ubisoft,2.81,0.48,0.0,0.0,3.29
Game 11210,X360,2007,Action,Activision,1.99,0.81,0.46,0.28,3.54
Game 11211,PS4,1992,Action,EA,0.7,0.0,0.82,0.0,1.52
Game 11212,PS3,1980,Sports,Microsoft,1.61,1.85,1.45,0.0,4.91
Game 11213,GB,1998,Sports,Ubisoft,1.49,0.37,0.67,1.15,3.68
Game 11214,GB,2013,Racing,Sony,1.41,0.56,0.47,0.0,2.44
Game 11215,X360,1983,Action,Nintendo,2.13,0.17,1.06,0.22,3.58
Game 11216,DS,1982,Platform,Nintendo,2.13,1.46,0.17,0.82,4.58
Game 11217,DS,2020,Racing,Microsoft,0.65,0.66,0.0,0.47,1.78
Game 11218,GB,1989,Action,Nintendo,1.57,1.11,0.72,0.96,4.36
Game 11219,PS4,2007,Sports,Nintendo,0.34,0.78,0.07,0.0,1.19
Game 11220,X360,2013,Sports,EA,0.0,0.32,1.93,0.62,2.87
Game 11221,NES,2018,Action,Ubisoft,0.48,1.24,0.45,0.4,2.57
Game 11222,PC,1998,Racing,EA,0.71,0.78,0.73,0.6,2.82
Game 11223,PS4,2015,Sports,EA,0.0,0.0,0.0,0.54,0.54
Game 11224,PC,1982,Sports,Nintendo,1.83,0.0,1.06,0.0,2.89
Game 11225,NES,2002,Role-Playing,Ubisoft,0.0,0.62,0.28,1.33,2.23
Game 11226,NES,1996,Shooter,Nintendo,4.06,1.23,0.23,0.0,5.52
Game 11227,PC,1986,Action,Activision,2.6,1.81,0.24,0.0,4.65
Game 11228,PS4,2005,Role-Playing,Activision,0.49,0.0,0.0,0.47,0.96
Game 11229,PC,1997,Shooter,Nintendo,0.81,0.52,0.15,0.32,1.8
Game 11230,PC,1985,Action,EA,1.16,0.89,0.63,0.25,2.93
Game 11231,Wii,2010,Role-Playing,Activision,0.09,0.74,0.0,0.49,1.32
Game 11232,PS4,2008,Role-Playing,Sony,1.03,1.31,0.91,0.0,3.25
Game 11233,DS,1988,Action,Activision,0.63,1.02,0.14,0.54,2.33
Game 11234,DS,2014,Platform,Sony,0.69,0.0,0.45,0.15,1.29
Game 11235,Wii,1996,Racing,EA,1.02,0.0,0.0,0.76,1.78
Game 11236,X360,1991,Action,EA,0.0,0.75,0.43,0.08,1.26
Game 11237,GB,2015,Role-Playing,Nintendo,0.85,1.29,0.0,0.39,2.53
Game 11238,DS,2003,Platform,Ubisoft,1.0,0.61,0.09,0.45,2.15
Game 11239,PC,1989,Role-Playing,Activision,0.95,0.0,0.0,0.56,1.51
Game 11240,X360,2009,Racing,Nintendo,0.54,0.0,0.0,0.21,0.75
Game 11241,DS,2008,Platform,Nintendo,2.17,1.05,0.2,0.09,3.51
Game 11242,PS4,2018,Action,Microsoft,0.38,0.22,0.14,0.0,0.74
Game 11243,PC,1989,Shooter,Nintendo,1.07,0.59,0.83,0.39,2.88
Game 11244,GB,2018,Racing,Ubisoft,2.36,1.35,0.0,0.0,3.71
Game 11245,X360,2007,Sports,Nintendo,0.7,0.0,0.27,0.32,1.29
Game 11246,DS,1997,Action,EA,1.06,0.17,0.24,0.35,1.82
Game 11247,DS,2020,Action,Ubisoft,0.68,0.08,0.03,0.95,1.74
Game 11248,PS3,1996,Action,Activision,2.28,0.78,0.0,0.0,3.06
Game 11249,DS,1990,Platform,EA,0.49,1.12,0.96,0.28,2.85
Game 11250,NES,1980,Sports,Microsoft,2.34,0.0,1.53,0.26,4.13
Game 11251,PC,1996,Platform,Microsoft,0.68,0.5,0.0,0.0,1.18
Game 11252,GB,2015,Shooter,Ubisoft,0.0,1.2,0.0,0.2,1.4
Game 11253,NES,2015,Platform,Activision,1.62,0.0,0.0,0.0,1.62
Game 11254,Wii,1988,Action,Sony,0.43,0.45,0.13,0.59,1.6
Game 11255,X360,2007,Role-Playing,Sony,1.54,0.0,1.05,0.44,3.03
Game 11256,DS,2012,Sports,Ubisoft,0.0,0.0,0.62,0.37,0.99
Game 11257,Wii,1982,Sports,Ubisoft,0.81,0.0,0.21,0.0,1.02
Game 11258,GB,1987,Platform,EA,0.25,1.61,0.31,0.77,2.94
Game 11259,PC,1985,Role-Playing,Microsoft,0.0,0.22,0.11,0.0,0.33
Game 11260,NES,1985,Role-Playing,Ubisoft,0.14,0.0,0.74,0.22,1.1
Game 11261,NES,2008,Platform,Nintendo,0.11,0.76,0.82,0.0,1.69
Game 11262,X360,2016,Racing,EA,0.74,0.0,0.65,0.13,1.52
Game 11263,PC,1991,Shooter,Microsoft,0.0,0.0,0.0,0.71,0.71
Game 11264,DS,1988,Platform,EA,1.18,1.71,0.31,0.39,3.59
Game 11265,PS3,2020,Action,Microsoft,2.44,1.95,0.19,0.0,4.58
Game 11266,PS3,1998,Role-Playing,Nintendo,1.14,0.03,0.89,0.0,2.06
Game 11267,X360,1996,Shooter,Microsoft,1.77,1.35,0.44,0.05,3.61
Game 11268,PC,2011,Platform,EA,2.11,0.78,0.63,0.0,3.52
Game 11269,X360,2014,Shooter,Microsoft,2.28,0.0,0.0,0.31,2.59
Game 11270,PC,1993,Racing,EA,3.04,0.0,0.86,1.07,4.97
Game 11271,GB,1995,Role-Playing,Ubisoft,0.2,1.74,1.04,0.0,2.98
Game 11272,GB,2000,Racing,Nintendo,0.0,0.0,0.0,0.97,0.97
Game 11273,Wii,1991,Racing,EA,1.74,2.32,0.0,0.2,4.26
Game 11274,DS,2003,Role-Playing,Sony,1.65,0.04,0.76,0.33,2.78
Game 11275,X360,2013,Action,Sony,1.73,1.76,0.2,0.3,3.99
Game 11276,DS,1987,Racing,Activision,3.07,0.26,0.92,0.0,4.25
Game 11277,PC,2000,Platform,Activision,0.81,1.14,0.45,0.38,2.78
Game 11278,PS3,1987,Platform,Microsoft,1.31,1.62,0.72,0.0,3.65
Game 11279,DS,2007,Shooter,Ubisoft,0.0,1.61,0.0,0.28,1.89
Game 11280,PC,1995,Platform,Ubisoft,3.36,0.03,0.5,0.27,4.16
Game 11281,GB,1989,Platform,Sony,0.4,0.0,0.51,0.0,0.91
Game 11282,PC,1994,Shooter,Microsoft,0.43,0.44,0.0,0.23,1.1
Game 11283,X360,1983,Sports,Ubisoft,0.38,0.0,0.9,0.08,1.36
Game 11284,Wii,2005,Role-Playing,Ubisoft,0.03,0.69,0.0,0.14,0.86
Game 11285,Wii,1994,Platform,Microsoft,0.0,0.0,0.42,0.14,0.56
Game 11286,Wii,2015,Shooter,EA,0.17,1.37,0.0,0.0,1.54
Game 11287,Wii,2011,Racing,Sony,0.0,0.04,0.0,0.23,0.27
Game 11288,GB,2017,Racing,Activision,0.0,0.0,0.89,0.55,1.44
Game 11289,PS4,1983,Action,Ubisoft,3.14,1.62,0.0,0.1,4.86
Game 11290,DS,2020,Platform,EA,1.68,0.65,0.0,0.18,2.51
Game 11291,X360,1988,Role-Playing,EA,1.91,0.52,0.65,0.46,3.54
Game 11292,NES,2014,Shooter,EA,2.21,1.38,0.0,1.11,4.7
Game 11293,X360,2007,Action,EA,3.0,1.2,0.91,0.12,5.23
Game 11294,PS4,2016,Action,Nintendo,0.0,0.0,0.69,0.0,0.69
Game 11295,Wii,1988,Shooter,Nintendo,0.0,0.14,0.0,0.0,0.14
Game 11296,PS4,1981,Shooter,Activision,0.0,0.0,0.89,0.44,1.33
Game 11297,PS3,1982,Shooter,Microsoft,0.24,0.0,0.0,0.81,1.05
Game 11298,PS3,1984,Shooter,Sony,0.44,0.96,0.58,0.0,1.98
Game 11299,DS,1989,Role-Playing,Microsoft,0.26,0.81,0.0,0.18,1.25
Game 11300,GB,2007,Shooter,Nintendo,1.06,1.11,0.0,0.21,2.38
Game 11301,X360,1994,Role-Playing,Microsoft,0.84,1.53,0.02,0.0,2.39
Game 11302,X360,1993,Role-Playing,Microsoft,0.0,1.12,1.07,0.81,3.0
Game 11303,NES,2002,Role-Playing,EA,0.0,1.19,0.0,0.67,1.86
Game 11304,GB,1992,Racing,Ubisoft,0.0,0.0,0.25,0.34,0.59
Game 11305,NES,1995,Sports,Nintendo,0.14,0.25,0.04,0.03,0.46
Game 11306,PS3,2009,Action,Nintendo,0.5,1.27,0.0,0.58,2.35
Game 11307,Wii,2019,Platform,Microsoft,0.0,0.0,0.0,0.41,0.41
Game 11308,PS4,1987,Racing,Ubisoft,0.21,0.57,0.49,0.03,1.3
Game 11309,NES,1996,Sports,Microsoft,0.0,0.92,0.28,0.59,1.79
Game 11310,PC,2009,Action,Sony,0.65,0.85,0.76,0.35,2.61
Game 11311,NES,1996,Racing,Nintendo,0.0,0.8,0.15,0.0,0.95
Game 11312,Wii,2014,Action,EA,0.0,0.98,0.17,0.0,1.15
Game 11313,Wii,1980,Role-Playing,EA,0.0,0.64,0.76,0.0,1.4
Game 11314,X360,2003,Role-Playing,EA,0.62,0.0,0.08,0.61,1.31
Game 11315,PS4,2004,Shooter,Activision,0.0,0.91,0.0,0.0,0.91
Game 11316,Wii,1981,Role-Playing,Activision,1.89,0.73,0.81,0.45,3.88
Game 11317,GB,2004,Racing,Nintendo,1.29,0.0,0.0,1.07,2.36
Game 11318,NES,1993,Action,Nintendo,0.72,1.6,0.34,0.52,3.18
Game 11319,NES,2018,Platform,EA,0.0,0.93,0.0,0.03,0.96
Game 11320,PS3,2012,Action,Nintendo,1.26,0.0,0.0,0.0,1.26
Game 11321,Wii,1996,Role-Playing,EA,1.63,0.0,0.0,0.08,1.71
Game 11322,PC,2010,Action,Sony,0.97,0.05,0.5,0.0,1.52
Game 11323,X360,1989,Sports,Sony,2.72,0.05,0.0,0.0,2.77
Game 11324,PS4,1985,Action,Sony,1.35,0.73,1.08,0.0,3.16
Game 11325,PC,2018,Racing,Microsoft,1.9,0.0,0.92,0.41,3.23
Game 11326,X360,2004,Sports,Microsoft,0.96,1.4,0.0,0.0,2.36
Game 11327,NES,2017,Shooter,Ubisoft,1.61,1.34,1.25,0.11,4.31
Game 11328,PC,2016,Shooter,Ubisoft,0.0,1.0,1.54,0.39,2.93
Game 11329,X360,2009,Action,Ubisoft,0.25,0.54,0.14,0.49,1.42
Game 11330,NES,2013,Platform,Sony,1.22,1.25,0.55,0.0,3.02
Game 11331,NES,1997,Racing,Sony,1.21,0.28,0.38,0.0,1.87
Game 11332,NES,2003,Platform,Sony,1.41,0.0,1.21,0.05,2.67
Game 11333,NES,2006,Sports,Nintendo,2.12,1.45,0.0,0.0,3.57
Game 11334,GB,2006,Platform,Nintendo,0.0,0.75,0.16,0.54,1.45
Game 11335,NES,2018,Sports,Sony,0.0,0.0,0.85,0.01,0.86
Game 11336,PS3,2000,Platform,EA,1.08,0.17,0.79,0.92,2.96
Game 11337,PC,1998,Shooter,Ubisoft,0.0,0.0,0.27,0.0,0.27
Game 11338,X360,2018,Racing,Microsoft,4.85,2.12,1.14,0.32,8.43
Game 11339,PS3,2002,Platform,Ubisoft,1.42,0.5,0.44,0.0,2.36
Game 11340,GB,2018,Action,EA,0.71,0.63,0.37,0.4,2.11
Game 11341,DS,1994,Sports,Activision,0.18,1.08,0.72,0.4,2.38
Game 11342,DS,1981,Action,Nintendo,0.22,0.0,0.26,0.56,1.04
Game 11343,PS3,2014,Racing,Sony,0.84,1.38,0.33,0.15,2.7
Game 11344,Wii,1999,Action,Nintendo,0.93,0.01,0.0,0.71,1.65
Game 11345,Wii,2007,Shooter,Nintendo,0.25,1.96,2.06,0.32,4.59
Game 11346,Wii,1994,Shooter,EA,0.47,0.25,0.02,0.0,0.74
Game 11347,PS4,1995,Role-Playing,Nintendo,2.41,1.33,0.74,0.0,4.48
Game 11348,Wii,2012,Racing,Nintendo,2.46,0.0,1.45,0.49,4.4
Game 11349,X360,1991,Platform,Ubisoft,1.1,0.0,0.0,0.71,1.81
Game 11350,PS3,2018,Shooter,Ubisoft,0.0,0.27,0.67,0.0,0.94
Game 11351,X360,2018,Platform,Activision,1.45,0.0,0.31,0.5,2.26
Game 11352,PC,1999,Platform,EA,2.67,0.98,1.38,0.0,5.03
Game 11353,Wii,2008,Sports,Sony,2.44,0.75,0.0,0.0,3.19
Game 11354,GB,1982,Action,Ubisoft,1.68,0.0,0.0,0.4,2.08
Game 11355,PS4,1984,Platform,Activision,2.51,0.49,0.27,0.0,3.27
Game 11356,PC,1981,Role-Playing,Nintendo,0.86,1.15,0.0,0.79,2.8
Game 11357,GB,2002,Racing,Activision,1.55,0.0,0.02,0.44,2.01
Game 11358,PS4,2005,Racing,Activision,0.0,0.0,1.52,0.0,1.52
Game 11359,DS,2005,Sports,Microsoft,1.15,0.23,0.38,0.46,2.22
Game 11360,PC,1986,Role-Playing,Ubisoft,2.4,0.52,0.0,0.0,2.92
Game 11361,DS,1989,Action,Activision,0.09,0.45,0.07,0.2,0.81
Game 11362,PS3,1984,Role-Playing,Activision,0.0,1.21,0.54,0.55,2.3
Game 11363,X360,1991,Racing,Microsoft,0.92,0.88,0.5,0.48,2.78
Game 11364,NES,2011,Role-Playing,Sony,0.53,1.06,0.0,0.17,1.76
Game 11365,X360,2010,Action,Nintendo,1.58,0.0,0.0,0.06,1.64
Game 11366,Wii,2001,Shooter,Ubisoft,0.26,0.62,0.27,0.0,1.15
Game 11367,DS,1996,Platform,Sony,2.86,0.25,0.25,0.27,3.63
Game 11368,GB,1999,Platform,EA,0.0,1.67,0.0,0.52,2.19
Game 11369,NES,1999,Racing,Sony,2.3,0.64,1.07,1.03,5.04
Game 11370,PS4,1987,Racing,EA,0.0,0.0,0.64,0.02,0.66
Game 11371,DS,2013,Action,EA,0.0,1.18,0.38,0.54,2.1
Game 11372,PS3,2002,Role-Playing,Ubisoft,1.09,0.95,0.08,0.51,2.63
Game 11373,PS3,2017,Action,Microsoft,0.49,0.0,1.34,0.01,1.84
Game 11374,DS,2007,Sports,EA,0.0,0.22,0.0,0.49,0.71
Game 11375,DS,1992,Racing,Nintendo,0.0,0.23,0.0,0.0,0.23
Game 11376,DS,2008,Racing,Ubisoft,0.79,1.48,0.03,0.3,2.6
Game 11377,PS4,1987,Racing,Activision,1.97,0.66,0.48,0.12,3.23
Game 11378,Wii,1990,Action,Activision,1.5,1.08,0.7,0.38,3.66
Game 11379,PS4,1997,Action,EA,0.87,0.11,0.0,0.41,1.39
Game 11380,PC,2004,Role-Playing,Ubisoft,1.37,0.77,0.0,0.0,2.14
Game 11381,GB,2001,Shooter,Nintendo,0.77,1.54,0.57,0.2,3.08
Game 11382,DS,2014,Racing,Ubisoft,0.0,0.21,0.0,0.15,0.36
Game 11383,GB,2008,Shooter,Ubisoft,0.0,0.59,0.06,0.0,0.65
Game 11384,Wii,2000,Action,Activision,0.56,0.0,0.4,0.05,1.01
Game 11385,NES,1986,Role-Playing,EA,0.61,0.0,0.0,0.0,0.61
Game 11386,PS4,1991,Action,Sony,1.82,0.23,0.47,0.0,2.52
Game 11387,Wii,2015,Sports,Ubisoft,1.71,0.0,0.67,0.0,2.38
Game 11388,GB,2003,Platform,EA,1.53,1.56,0.32,0.1,3.51
Game 11389,NES,2011,Platform,Activision,0.46,0.0,1.16,0.22,1.84
Game 11390,PS4,2006,Action,Nintendo,0.0,1.13,0.74,0.0,1.87
Game 11391,PS3,2011,Platform,Nintendo,1.29,0.65,0.28,0.68,2.9
Game 11392,PS4,2011,Platform,Sony,1.43,0.52,0.11,0.45,2.51
Game 11393,X360,2011,Role-Playing,Nintendo,0.0,1.69,1.35,0.17,3.21
Game 11394,PS4,2005,Platform,EA,0.0,0.0,0.0,0.0,0.0
